日期,质量等级,AQI指数,当天AQI排名,PM2\.5,PM10,So2,No2,Co,O3
"
                                        2018-07-16","
                                       优","27
                                       ",50,17,26,6,24,0.55,45
"
                                        2018-07-17","
                                       优","42
                                       ",155,23,40,6,29,0.62,60
"
                                        2018-07-18","
                                       优","29
                                       ",47,17,28,5,22,0.53,40
"
                                        2018-07-19","
                                       优","29
                                       ",52,16,28,6,22,0.52,45
"
                                        2018-07-20","
                                       优","27
                                       ",24,15,26,5,23,0.52,48
"
                                        2018-07-21","
                                       优","41
                                       ",75,22,37,7,31,0.56,63
"
                                        2018-07-22","
                                       优","33
                                       ",54,20,32,8,37,0.60,40
"
                                        2018-07-23","
                                       优","34
                                       ",58,19,33,6,30,0.57,37
"
                                        2018-07-24","
                                       优","38
                                       ",97,21,37,5,23,0.55,48
"
                                        2018-07-25","
                                       优","38
                                       ",90,22,37,6,26,0.58,42
"
                                        2018-07-26","
                                       优","34
                                       ",64,21,33,6,28,0.61,36
"
                                        2018-07-27","
                                       优","29
                                       ",32,18,28,6,29,0.58,34
"
                                        2018-07-28","
                                       优","28
                                       ",28,18,27,7,28,0.57,38
"
                                        2018-07-29","
                                       优","30
                                       ",36,19,29,7,30,0.57,38
"
                                        2018-07-30","
                                       优","32
                                       ",47,20,31,7,32,0.62,38
"
                                        2018-07-31","
                                       优","37
                                       ",86,21,36,6,31,0.64,38
"
                                        2018-08-01","
                                       优","30
                                       ",34,17,29,7,31,0.54,39
"
                                        2018-08-02","
                                       优","31
                                       ",43,19,30,7,31,0.55,48
"
                                        2018-08-03","
                                       优","34
                                       ",74,21,33,6,34,0.59,40
"
                                        2018-08-04","
                                       优","35
                                       ",65,22,34,7,34,0.62,46
"
                                        2018-08-05","
                                       优","37
                                       ",73,23,36,7,33,0.61,45
"
                                        2018-08-06","
                                       优","44
                                       ",119,28,43,7,37,0.63,54
"
                                        2018-08-07","
                                       优","43
                                       ",116,28,42,7,41,0.67,52
"
                                        2018-08-08","
                                       优","39
                                       ",72,25,36,6,29,0.62,59
"
                                        2018-08-09","
                                       优","33
                                       ",19,21,31,6,22,0.54,57
"
                                        2018-08-10","
                                       优","23
                                       ",8,14,22,5,24,0.56,45
"
                                        2018-08-11","
                                       优","23
                                       ",11,15,22,6,27,0.61,44
"
                                        2018-08-12","
                                       优","25
                                       ",10,17,24,6,26,0.61,45
"
                                        2018-08-13","
                                       优","29
                                       ",34,18,27,6,24,0.59,55
"
                                        2018-08-14","
                                       优","29
                                       ",51,18,27,6,24,0.62,59
"
                                        2018-08-15","
                                       优","33
                                       ",73,20,29,6,25,0.64,65
"
                                        2018-08-16","
                                       优","29
                                       ",21,19,27,5,31,0.62,47
"
                                        2018-08-17","
                                       优","27
                                       ",27,17,25,6,36,0.63,41
"
                                        2018-08-18","
                                       优","34
                                       ",60,21,33,7,36,0.66,40
"
                                        2018-08-19","
                                       优","37
                                       ",109,23,36,6,35,0.66,58
"
                                        2018-08-20","
                                       良","62
                                       ",291,40,58,8,45,0.81,87
"
                                        2018-08-21","
                                       良","62
                                       ",258,36,51,6,40,0.75,93
"
                                        2018-08-22","
                                       良","79
                                       ",337,35,52,6,39,0.74,101
"
                                        2018-08-23","
                                       良","73
                                       ",294,37,55,7,41,0.78,111
"
                                        2018-08-25","
                                       良","93
                                       ",311,45,65,9,37,0.83,142
"
                                        2018-08-27","
                                       优","50
                                       ",156,30,44,6,34,0.88,80
"
                                        2018-08-29","
                                       优","25
                                       ",17,15,23,5,35,0.67,43
"
                                        2018-08-31","
                                       优","40
                                       ",155,23,39,5,30,0.66,36
"
                                        2018-09-02","
                                       优","25
                                       ",28,14,24,6,25,0.53,39
"
                                        2018-09-03","
                                       优","32
                                       ",62,19,31,6,29,0.59,35
"
                                        2018-09-04","
                                       优","38
                                       ",117,21,35,6,29,0.59,51
"
                                        2018-09-05","
                                       优","48
                                       ",170,26,42,7,33,0.67,64
"
                                        2018-09-06","
                                       优","46
                                       ",147,28,43,6,30,0.67,65
"
                                        2018-09-07","
                                       优","44
                                       ",190,29,43,6,31,0.66,52
"
                                        2018-09-08","
                                       优","46
                                       ",205,29,45,6,25,0.72,65
"
                                        2018-09-09","
                                       良","51
                                       ",195,33,49,6,21,0.70,73
"
                                        2018-09-10","
                                       优","38
                                       ",66,22,38,5,32,0.71,55
"
                                        2018-09-11","
                                       良","59
                                       ",234,35,54,7,36,0.75,71
"
                                        2018-09-12","
                                       优","48
                                       ",162,28,46,6,27,0.68,65
"
                                        2018-09-13","
                                       优","30
                                       ",43,16,29,5,18,0.54,51
"
                                        2018-09-14","
                                       优","45
                                       ",141,26,42,7,30,0.58,70
"
                                        2018-09-15","
                                       优","41
                                       ",145,25,39,6,24,0.56,54
"
                                        2018-09-16","
                                       优","30
                                       ",78,16,29,6,12,0.53,50
"
                                        2018-09-17","
                                       优","37
                                       ",165,20,34,6,14,0.60,52
"
                                        2018-09-18","
                                       优","28
                                       ",88,16,27,5,15,0.56,37
"
                                        2018-09-19","
                                       优","49
                                       ",231,27,47,7,33,0.65,62
"
                                        2018-09-20","
                                       良","51
                                       ",236,33,52,10,41,0.67,54
"
                                        2018-09-21","
                                       优","36
                                       ",70,22,35,9,37,0.59,35
"
                                        2018-09-22","
                                       优","40
                                       ",120,24,38,9,30,0.55,38
"
                                        2018-09-23","
                                       优","29
                                       ",58,18,28,7,22,0.50,28
"
                                        2018-09-24","
                                       优","38
                                       ",128,24,36,6,25,0.62,39
"
                                        2018-09-25","
                                       优","46
                                       ",188,29,43,6,24,0.72,69
"
                                        2018-09-26","
                                       优","49
                                       ",240,28,48,6,31,0.63,66
"
                                        2018-09-27","
                                       优","47
                                       ",194,28,46,7,32,0.61,65
"
                                        2018-09-28","
                                       良","55
                                       ",237,37,57,7,27,0.63,66
"
                                        2018-09-29","
                                       良","54
                                       ",202,34,52,7,21,0.60,81
"
                                        2018-09-30","
                                       良","58
                                       ",204,34,53,7,21,0.60,99
"
                                        2018-10-01","
                                       良","63
                                       ",298,38,61,8,25,0.65,99
"
                                        2018-10-02","
                                       良","65
                                       ",264,36,61,8,22,0.63,109
"
                                        2018-10-03","
                                       良","67
                                       ",214,35,62,8,21,0.63,115
"
                                        2018-10-04","
                                       良","65
                                       ",181,35,59,9,25,0.63,104
"
                                        2018-10-05","
                                       良","67
                                       ",204,35,62,10,25,0.61,109
"
                                        2018-10-06","
                                       良","69
                                       ",215,36,62,10,26,0.61,119
"
                                        2018-10-07","
                                       良","73
                                       ",222,41,70,8,26,0.66,110
"
                                        2018-10-08","
                                       良","67
                                       ",205,36,61,7,21,0.64,115
"
                                        2018-10-09","
                                       良","55
                                       ",178,34,57,6,24,0.62,86
"
                                        2018-10-10","
                                       良","71
                                       ",342,51,73,6,31,0.74,60
"
                                        2018-10-11","
                                       优","40
                                       ",109,26,39,6,23,0.79,63
"
                                        2018-10-12","
                                       优","46
                                       ",97,29,44,6,23,0.69,65
"
                                        2018-10-13","
                                       优","50
                                       ",106,28,48,6,25,0.64,74
"
                                        2018-10-14","
                                       优","43
                                       ",104,23,42,5,18,0.53,75
"
                                        2018-10-15","
                                       优","42
                                       ",135,23,41,5,20,0.54,70
"
                                        2018-10-16","
                                       优","38
                                       ",104,25,37,5,31,0.76,36
"
                                        2018-10-17","
                                       优","34
                                       ",75,21,33,5,30,0.81,25
"
                                        2018-10-18","
                                       优","31
                                       ",34,20,30,5,26,0.71,37
"
                                        2018-10-19","
                                       优","48
                                       ",148,29,47,6,24,0.66,70
"
                                        2018-10-20","
                                       优","45
                                       ",123,27,43,5,18,0.56,88
"
                                        2018-10-21","
                                       优","46
                                       ",126,26,42,6,18,0.55,87
"
                                        2018-10-22","
                                       优","45
                                       ",124,27,45,7,30,0.59,64
"
                                        2018-10-23","
                                       优","48
                                       ",145,30,49,6,32,0.79,53
"
                                        2018-10-24","
                                       优","48
                                       ",116,28,47,6,25,0.75,63
"
                                        2018-10-25","
                                       优","49
                                       ",100,31,47,6,22,0.67,90
"
                                        2018-10-26","
                                       良","65
                                       ",261,45,69,7,37,0.83,71
"
                                        2018-10-27","
                                       优","47
                                       ",115,28,45,7,24,0.70,81
"
                                        2018-10-28","
                                       良","55
                                       ",152,29,55,9,32,0.59,79
"
                                        2018-10-29","
                                       良","59
                                       ",205,34,63,9,39,0.68,68
"
                                        2018-10-30","
                                       良","56
                                       ",152,30,59,10,35,0.55,77
"
                                        2018-10-31","
                                       良","54
                                       ",120,28,56,10,24,0.53,92
"
                                        2018-11-01","
                                       良","55
                                       ",115,29,58,8,20,0.53,93
"
                                        2018-11-02","
                                       良","55
                                       ",114,37,58,6,22,0.65,69
"
                                        2018-11-03","
                                       优","43
                                       ",67,25,44,5,35,0.69,38
"
                                        2018-11-04","
                                       优","44
                                       ",106,26,43,6,28,0.67,44
"
                                        2018-11-05","
                                       优","39
                                       ",85,24,37,6,24,0.58,62
"
                                        2018-11-06","
                                       优","37
                                       ",134,21,36,6,25,0.56,59
"
                                        2018-11-07","
                                       优","46
                                       ",193,27,46,7,29,0.57,58
"
                                        2018-11-08","
                                       良","61
                                       ",270,42,66,7,34,0.79,53
"
                                        2018-11-09","
                                       优","48
                                       ",143,29,48,6,26,0.75,64
"
                                        2018-11-10","
                                       良","51
                                       ",118,33,51,6,22,0.71,66
"
                                        2018-11-11","
                                       优","49
                                       ",111,33,49,6,29,0.70,56
"
                                        2018-11-12","
                                       良","63
                                       ",200,43,70,8,45,0.75,67
"
                                        2018-11-13","
                                       优","48
                                       ",124,30,48,6,25,0.70,59
"
                                        2018-11-14","
                                       优","41
                                       ",63,25,40,6,19,0.60,74
"
                                        2018-11-15","
                                       优","43
                                       ",105,23,42,5,18,0.53,76
"
                                        2018-11-16","
                                       优","44
                                       ",224,25,43,5,20,0.55,67
"
                                        2018-11-17","
                                       优","49
                                       ",234,30,49,6,29,0.67,44
"
                                        2018-11-18","
                                       优","36
                                       ",119,21,36,6,25,0.60,54
"
                                        2018-11-19","
                                       优","41
                                       ",112,22,41,6,30,0.77,46
"
                                        2018-11-20","
                                       优","45
                                       ",114,23,45,6,28,0.74,50
"
                                        2018-11-21","
                                       优","48
                                       ",157,27,49,6,26,0.72,67
"
                                        2018-11-22","
                                       优","45
                                       ",112,27,44,5,22,0.76,51
"
                                        2018-11-23","
                                       良","57
                                       ",124,36,62,6,28,0.74,70
"
                                        2018-11-24","
                                       良","58
                                       ",91,38,65,6,33,0.72,69
"
                                        2018-11-25","
                                       良","57
                                       ",70,39,61,5,37,0.73,41
"
                                        2018-11-26","
                                       优","35
                                       ",22,22,34,5,28,0.66,41
"
                                        2018-11-27","
                                       良","56
                                       ",69,38,59,6,38,0.78,32
"
                                        2018-11-28","
                                       良","55
                                       ",64,38,53,5,38,0.75,28
"
                                        2018-11-29","
                                       良","57
                                       ",71,37,58,6,32,0.70,52
"
                                        2018-11-30","
                                       良","52
                                       ",56,32,53,6,27,0.63,77
"
                                        2018-12-01","
                                       良","56
                                       ",76,36,61,6,25,0.66,76
"
                                        2018-12-02","
                                       良","52
                                       ",68,30,53,6,24,0.62,65
"
                                        2018-12-03","
                                       优","48
                                       ",60,29,49,6,33,0.64,43
"
                                        2018-12-04","
                                       优","49
                                       ",143,27,50,6,42,0.70,37
"
                                        2018-12-05","
                                       良","53
                                       ",143,30,55,5,33,0.76,41
"
                                        2018-12-06","
                                       优","45
                                       ",170,25,45,5,30,0.75,50
"
                                        2018-12-07","
                                       良","56
                                       ",291,37,54,5,32,0.86,22
"
                                        2018-12-08","
                                       优","34
                                       ",122,19,33,4,25,0.67,21
"
                                        2018-12-09","
                                       优","33
                                       ",96,18,32,4,25,0.72,19
"
                                        2018-12-10","
                                       优","39
                                       ",130,19,38,5,30,0.74,21
"
                                        2018-12-11","
                                       优","40
                                       ",109,21,39,6,28,0.74,31
"
                                        2018-12-12","
                                       优","37
                                       ",64,19,36,5,27,0.79,26
"
                                        2018-12-13","
                                       优","46
                                       ",71,28,46,5,28,0.82,26
"
                                        2018-12-14","
                                       优","49
                                       ",83,30,50,6,35,0.89,23
"
                                        2018-12-15","
                                       良","57
                                       ",108,37,62,6,42,0.90,36
"
                                        2018-12-16","
                                       良","59
                                       ",118,40,63,6,37,0.86,26
"
                                        2018-12-17","
                                       优","45
                                       ",49,25,46,6,35,0.69,52
"
                                        2018-12-18","
                                       良","55
                                       ",81,33,58,7,39,0.65,62
"
                                        2018-12-19","
                                       良","58
                                       ",83,31,65,6,31,0.56,73
"
                                        2018-12-20","
                                       良","57
                                       ",80,32,62,7,32,0.62,63
"
                                        2018-12-21","
                                       优","48
                                       ",64,31,50,6,28,0.59,54
"
                                        2018-12-28","
                                       优","41
                                       ",127,24,40,6,23,0.77,36
"
                                        2018-12-29","
                                       优","36
                                       ",82,21,35,5,23,0.66,24
"
                                        2018-12-30","
                                       良","54
                                       ",158,36,53,7,24,0.77,29
"
                                        2018-12-31","
                                       优","49
                                       ",108,33,48,6,25,0.77,28
"
                                        2019-01-01","
                                       优","45
                                       ",94,29,43,6,25,0.82,29
"
                                        2019-01-02","
                                       优","44
                                       ",87,28,43,6,27,0.82,26
"
                                        2019-01-03","
                                       优","46
                                       ",86,28,47,5,33,0.85,20
"
                                        2019-01-04","
                                       良","62
                                       ",156,43,65,6,43,0.88,26
"
                                        2019-01-05","
                                       良","90
                                       ",247,66,102,6,57,1.04,18
"
                                        2019-01-06","
                                       优","43
                                       ",87,25,44,5,34,0.88,19
"
                                        2019-01-07","
                                       良","62
                                       ",137,39,72,6,45,0.89,28
"
                                        2019-01-08","
                                       良","64
                                       ",160,42,71,6,43,0.98,24
"
                                        2019-01-09","
                                       良","53
                                       ",152,30,54,6,31,0.89,38
"
                                        2019-01-10","
                                       良","56
                                       ",156,34,59,6,32,0.79,55
"
                                        2019-01-11","
                                       良","63
                                       ",153,43,73,6,53,0.84,36
"
                                        2019-01-12","
                                       良","92
                                       ",201,67,109,7,66,1.11,36
"
                                        2019-01-13","
                                       良","51
                                       ",90,33,52,5,30,0.80,47
"
                                        2019-01-14","
                                       良","51
                                       ",71,33,52,5,29,0.87,52
"
                                        2019-01-15","
                                       优","49
                                       ",98,32,47,5,30,0.92,45
"
                                        2019-01-16","
                                       优","43
                                       ",78,25,43,5,25,1.01,35
"
                                        2019-01-17","
                                       优","46
                                       ",67,28,46,6,26,1.16,51
"
                                        2019-01-18","
                                       良","54
                                       ",79,35,56,6,35,1.10,43
"
                                        2019-01-19","
                                       良","62
                                       ",107,42,73,6,41,0.91,60
"
                                        2019-01-20","
                                       良","58
                                       ",151,38,64,6,32,0.80,65
"
                                        2019-01-21","
                                       优","50
                                       ",88,31,52,6,21,0.99,55
"
                                        2019-01-22","
                                       良","81
                                       ",170,59,84,7,25,0.97,72
"
                                        2019-01-23","
                                       良","70
                                       ",121,50,77,7,36,0.89,70
"
                                        2019-01-24","
                                       良","72
                                       ",111,51,79,6,38,0.85,75
"
                                        2019-01-25","
                                       良","63
                                       ",110,43,72,6,48,0.78,70
"
                                        2019-01-26","
                                       良","66
                                       ",148,47,73,7,39,0.84,73
"
                                        2019-01-27","
                                       良","63
                                       ",108,44,69,6,21,0.72,92
"
                                        2019-01-28","
                                       优","45
                                       ",40,25,44,6,23,0.62,74
"
                                        2019-01-29","
                                       优","47
                                       ",54,28,45,5,27,0.67,70
"
                                        2019-01-30","
                                       优","44
                                       ",44,25,42,5,20,0.63,70
"
                                        2019-01-31","
                                       优","43
                                       ",94,27,42,4,24,0.66,63
"
                                        2019-02-01","
                                       优","38
                                       ",46,25,37,5,15,0.96,60
"
                                        2019-02-02","
                                       优","46
                                       ",52,29,45,4,15,0.81,71
"
                                        2019-02-03","
                                       优","50
                                       ",71,27,51,5,20,0.70,57
"
                                        2019-02-04","
                                       优","47
                                       ",61,29,46,5,21,0.72,53
"
                                        2019-02-05","
                                       优","48
                                       ",30,33,46,5,13,0.86,70
"
                                        2019-02-06","
                                       良","51
                                       ",94,36,48,5,14,0.81,61
"
                                        2019-02-07","
                                       优","33
                                       ",37,22,31,5,15,0.64,47
"
                                        2019-02-08","
                                       优","35
                                       ",93,22,33,4,15,0.62,49
"
                                        2019-02-09","
                                       优","35
                                       ",75,21,34,4,12,0.58,59
"
                                        2019-02-10","
                                       优","30
                                       ",63,16,25,4,12,0.55,59
"
                                        2019-02-11","
                                       优","28
                                       ",48,17,27,4,17,0.69,29
"
                                        2019-02-12","
                                       优","31
                                       ",35,18,30,5,21,0.69,44
"
                                        2019-02-13","
                                       优","37
                                       ",70,24,36,5,25,0.69,52
"
                                        2019-02-14","
                                       优","33
                                       ",52,19,28,5,13,0.59,64
"
                                        2019-02-15","
                                       优","31
                                       ",59,17,27,4,18,0.59,57
"
                                        2019-02-16","
                                       优","31
                                       ",48,18,30,4,18,0.60,52
"
                                        2019-02-17","
                                       优","32
                                       ",55,17,26,4,13,0.63,63
"
                                        2019-02-18","
                                       优","29
                                       ",62,16,26,4,23,0.68,44
"
                                        2019-02-19","
                                       优","27
                                       ",23,17,26,4,23,0.71,39
"
                                        2019-02-20","
                                       优","36
                                       ",41,23,35,4,18,0.61,40
"
                                        2019-02-21","
                                       优","33
                                       ",61,22,32,4,19,0.63,45
"
                                        2019-02-22","
                                       优","33
                                       ",52,19,31,5,23,0.94,44
"
                                        2019-02-23","
                                       优","34
                                       ",57,22,33,4,23,0.93,39
"
                                        2019-02-24","
                                       优","25
                                       ",30,15,24,4,22,0.99,30
"
                                        2019-02-25","
                                       优","41
                                       ",66,24,40,4,30,1.03,27
"
                                        2019-02-26","
                                       优","50
                                       ",94,31,51,4,26,0.84,52
"
                                        2019-02-27","
                                       优","49
                                       ",108,32,48,4,25,0.69,57
"
                                        2019-02-28","
                                       优","45
                                       ",80,29,45,4,29,0.68,51
"
                                        2019-03-01","
                                       优","36
                                       ",35,23,34,4,17,0.66,64
"
                                        2019-03-02","
                                       优","36
                                       ",63,23,35,4,17,0.66,66
"
                                        2019-03-03","
                                       优","37
                                       ",54,23,36,4,28,0.70,57
"
                                        2019-03-04","
                                       优","37
                                       ",22,22,36,4,23,0.75,61
"
                                        2019-03-05","
                                       优","42
                                       ",81,21,35,4,21,0.74,65
"
                                        2019-03-06","
                                       优","38
                                       ",77,22,38,4,27,0.71,35
"
                                        2019-03-07","
                                       优","24
                                       ",26,14,23,4,26,0.80,28
"
                                        2019-03-08","
                                       优","30
                                       ",35,16,26,4,21,0.72,58
"
                                        2019-03-09","
                                       优","32
                                       ",44,19,28,4,30,0.70,41
"
                                        2019-03-10","
                                       优","30
                                       ",26,20,29,4,30,0.85,27
"
                                        2019-03-11","
                                       优","40
                                       ",25,27,38,4,27,0.84,55
"
                                        2019-03-12","
                                       优","50
                                       ",64,31,49,4,31,0.81,65
"
                                        2019-03-13","
                                       良","57
                                       ",125,35,57,5,29,0.67,89
"
                                        2019-03-14","
                                       良","55
                                       ",150,36,59,4,28,0.68,76
"
                                        2019-03-15","
                                       良","51
                                       ",111,35,49,4,26,0.71,53
"
                                        2019-03-16","
                                       良","52
                                       ",89,29,45,4,27,0.64,71
"
                                        2019-03-17","
                                       良","56
                                       ",114,30,55,4,21,0.58,106
"
                                        2019-03-18","
                                       良","52
                                       ",79,32,51,4,29,0.62,81
"
                                        2019-03-19","
                                       优","48
                                       ",51,31,48,4,33,0.65,48
"
                                        2019-03-20","
                                       良","51
                                       ",80,34,49,3,21,0.64,63
"
                                        2019-03-21","
                                       优","37
                                       ",24,24,36,3,23,0.59,37
"
                                        2019-03-22","
                                       优","35
                                       ",46,21,34,4,27,0.59,28
"
                                        2019-03-23","
                                       优","31
                                       ",41,17,29,3,21,0.72,41
"
                                        2019-03-24","
                                       优","30
                                       ",32,17,29,3,22,0.71,38
"
                                        2019-03-25","
                                       优","41
                                       ",50,26,41,4,39,0.81,33
"
                                        2019-03-26","
                                       优","49
                                       ",80,31,50,4,32,0.81,56
"
                                        2019-03-27","
                                       优","41
                                       ",28,24,39,4,23,0.65,68
"
                                        2019-03-28","
                                       优","44
                                       ",56,26,43,4,29,0.65,45
"
                                        2019-03-29","
                                       优","37
                                       ",20,22,36,4,30,0.61,27
"
                                        2019-03-30","
                                       优","41
                                       ",31,26,39,4,23,0.72,48
"
                                        2019-03-31","
                                       优","47
                                       ",86,26,42,4,14,0.65,95
"
                                        2019-04-01","
                                       良","56
                                       ",174,34,60,4,21,0.67,77
"
                                        2019-04-02","
                                       优","45
                                       ",69,21,35,4,16,0.60,91
"
                                        2019-04-03","
                                       优","44
                                       ",95,26,42,4,21,0.63,85
"
                                        2019-04-04","
                                       优","43
                                       ",79,23,37,4,18,0.60,81
"
                                        2019-04-05","
                                       良","61
                                       ",166,41,60,4,31,0.74,89
"
                                        2019-04-06","
                                       良","71
                                       ",209,48,63,5,35,0.84,68
"
                                        2019-04-07","
                                       优","35
                                       ",19,22,33,4,28,0.65,46
"
                                        2019-04-08","
                                       优","30
                                       ",15,18,29,4,25,0.60,30
"
                                        2019-04-09","
                                       优","29
                                       ",12,18,28,4,18,0.58,34
"
                                        2019-04-10","
                                       优","34
                                       ",33,21,33,4,26,0.60,32
"
                                        2019-04-11","
                                       优","36
                                       ",69,23,35,4,25,0.64,33
"
                                        2019-04-12","
                                       优","28
                                       ",25,15,26,3,22,0.75,47
"
                                        2019-04-13","
                                       优","41
                                       ",54,22,33,4,17,0.70,77
"
                                        2019-04-14","
                                       优","38
                                       ",47,25,36,4,22,0.71,56
"
                                        2019-04-15","
                                       优","49
                                       ",91,28,40,4,17,0.71,94
"
                                        2019-04-16","
                                       优","45
                                       ",71,22,36,4,30,0.78,65
"
                                        2019-04-17","
                                       优","46
                                       ",48,26,40,4,35,0.85,60
"
                                        2019-04-18","
                                       优","46
                                       ",53,24,35,4,21,0.75,89
"
                                        2019-04-19","
                                       优","36
                                       ",25,17,29,4,23,0.67,69
"
                                        2019-04-20","
                                       优","39
                                       ",36,19,31,4,24,0.68,60
"
                                        2019-04-21","
                                       优","34
                                       ",21,19,33,4,28,0.65,37
