日期,质量等级,AQI指数,当天AQI排名,PM2\.5,PM10,So2,No2,Co,O3
"
                                        2018-01-26","
                                       良","57
                                       ",198,36,59,10,51,0.98,11
"
                                        2018-01-27","
                                       优","49
                                       ",141,33,52,10,46,0.90,15
"
                                        2018-01-28","
                                       优","40
                                       ",68,25,41,8,36,0.97,9
"
                                        2018-01-29","
                                       优","24
                                       ",16,15,22,6,28,0.87,25
"
                                        2018-01-30","
                                       优","42
                                       ",28,29,35,6,35,0.85,27
"
                                        2018-01-31","
                                       优","26
                                       ",16,17,20,5,31,0.96,29
"
                                        2018-02-01","
                                       良","70
                                       ",84,50,63,10,37,0.77,66
"
                                        2018-02-02","
                                       良","63
                                       ",110,44,59,10,36,0.70,59
"
                                        2018-02-03","
                                       良","58
                                       ",115,40,63,13,30,0.64,89
"
                                        2018-02-04","
                                       良","58
                                       ",88,37,62,11,28,0.55,79
"
                                        2018-02-05","
                                       优","42
                                       ",30,26,40,9,30,0.49,68
"
                                        2018-02-06","
                                       优","48
                                       ",40,32,49,10,49,0.60,63
"
                                        2018-02-07","
                                       良","59
                                       ",68,41,58,12,64,0.69,40
"
                                        2018-02-08","
                                       良","66
                                       ",75,46,61,13,56,0.71,64
"
                                        2018-02-09","
                                       良","80
                                       ",95,58,78,10,82,0.81,22
"
                                        2018-02-10","
                                       轻度污染","109
                                       ",242,81,87,7,48,0.88,37
"
                                        2018-02-11","
                                       良","79
                                       ",166,58,70,8,30,0.79,83
"
                                        2018-02-12","
                                       良","65
                                       ",142,43,68,7,30,0.70,89
"
                                        2018-02-13","
                                       良","68
                                       ",134,44,79,9,46,0.71,82
﻿"
                                        2018-02-14","
                                       良","64
                                       ",110,40,68,10,54,0.70,66
"
                                        2018-02-15","
                                       良","64
                                       ",116,43,67,9,47,0.71,65
"
                                        2018-02-16","
                                       中度污染","174
                                       ",279,136,124,20,49,1.00,56
"
                                        2018-02-17","
                                       良","88
                                       ",186,64,75,8,35,0.84,52
"
                                        2018-02-18","
                                       良","58
                                       ",153,41,51,8,26,0.69,71
"
                                        2018-02-19","
                                       良","65
                                       ",215,44,53,8,33,0.74,65
"
                                        2018-02-20","
                                       良","54
                                       ",127,37,47,9,39,0.72,37
"
                                        2018-02-21","
                                       优","45
                                       ",96,31,37,7,28,0.87,24
"
                                        2018-02-22","
                                       优","18
                                       ",9,8,12,5,19,0.87,29
"
                                        2018-02-23","
                                       优","20
                                       ",5,11,15,6,27,0.80,29
"
                                        2018-02-24","
                                       优","43
                                       ",64,30,35,7,44,0.99,17
"
                                        2018-02-25","
                                       优","36
                                       ",26,25,28,6,34,0.96,20
"
                                        2018-02-26","
                                       优","37
                                       ",31,25,32,8,34,0.77,57
"
                                        2018-02-27","
                                       优","45
                                       ",52,29,40,11,52,0.73,51
"
                                        2018-02-28","
                                       良","51
                                       ",100,35,47,11,70,0.83,39
"
                                        2018-03-01","
                                       良","89
                                       ",281,62,77,15,70,0.97,56
"
                                        2018-03-02","
                                       良","66
                                       ",182,46,56,12,51,0.75,48
"
                                        2018-03-03","
                                       优","48
                                       ",57,32,47,10,44,0.69,29
"
                                        2018-03-04","
                                       优","40
                                       ",32,26,37,8,36,0.60,14
"
                                        2018-03-05","
                                       优","41
                                       ",76,26,39,10,42,0.63,12
"
                                        2018-03-06","
                                       优","49
                                       ",163,31,48,10,47,0.97,22
"
                                        2018-03-07","
                                       良","53
                                       ",204,31,53,11,46,0.71,58
"
                                        2018-03-08","
                                       优","16
                                       ",1,9,12,6,27,0.68,31
"
                                        2018-03-09","
                                       优","43
                                       ",28,18,38,8,33,0.57,76
"
                                        2018-03-10","
                                       良","59
                                       ",60,36,60,12,65,0.74,64
"
                                        2018-03-11","
                                       良","87
                                       ",230,54,81,15,77,0.83,88
"
                                        2018-03-12","
                                       良","67
                                       ",117,43,72,15,78,0.81,55
"
                                        2018-03-13","
                                       良","65
                                       ",105,40,66,16,68,0.76,55
"
                                        2018-03-14","
                                       良","53
                                       ",70,34,54,14,62,0.71,32
"
                                        2018-03-15","
                                       良","69
                                       ",190,49,70,13,76,0.95,21
"
                                        2018-03-16","
                                       轻度污染","112
                                       ",329,83,101,16,92,1.08,48
"
                                        2018-03-17","
                                       良","65
                                       ",221,45,64,11,57,0.74,53
"
                                        2018-03-18","
                                       良","53
                                       ",145,32,53,11,45,0.70,57
"
                                        2018-03-19","
                                       良","52
                                       ",143,34,51,10,61,0.82,20
"
                                        2018-03-20","
                                       优","28
                                       ",16,11,18,7,27,0.88,54
"
                                        2018-03-21","
                                       优","38
                                       ",9,17,28,9,32,0.80,74
"
                                        2018-03-22","
                                       优","50
                                       ",29,31,54,11,61,0.73,64
"
                                        2018-03-23","
                                       轻度污染","108
                                       ",278,64,115,19,90,0.96,88
"
                                        2018-03-24","
                                       良","73
                                       ",134,49,91,16,71,0.75,67
"
                                        2018-03-25","
                                       良","67
                                       ",111,45,81,14,68,0.78,50
"
                                        2018-03-26","
                                       良","87
                                       ",202,63,94,12,73,0.98,51
"
                                        2018-03-27","
                                       良","67
                                       ",110,39,56,9,56,0.89,74
"
                                        2018-03-28","
                                       轻度污染","122
                                       ",318,77,100,14,66,0.97,105
"
                                        2018-03-29","
                                       良","90
                                       ",247,56,75,13,51,0.81,93
"
                                        2018-03-30","
                                       良","87
                                       ",244,64,85,13,75,0.94,56
"
                                        2018-03-31","
                                       良","73
                                       ",156,39,69,13,62,0.75,84
"
                                        2018-04-01","
                                       良","88
                                       ",188,44,76,15,52,0.72,110
"
                                        2018-04-02","
                                       良","98
                                       ",237,56,91,16,55,0.84,112
"
                                        2018-04-03","
                                       良","81
                                       ",196,50,81,15,56,0.77,71
"
                                        2018-04-04","
                                       良","62
                                       ",151,33,62,12,46,0.67,62
"
                                        2018-04-05","
                                       优","48
                                       ",70,25,48,10,32,0.58,50
"
                                        2018-04-06","
                                       优","43
                                       ",27,19,45,9,30,0.67,39
"
                                        2018-04-07","
                                       良","79
                                       ",240,31,106,9,34,0.56,69
"
                                        2018-04-08","
                                       良","77
                                       ",191,41,97,12,68,0.69,81
"
                                        2018-04-09","
                                       良","98
                                       ",288,61,115,15,74,0.92,81
"
                                        2018-04-10","
                                       良","67
                                       ",71,37,67,11,48,0.75,77
"
                                        2018-04-11","
                                       良","58
                                       ",73,35,64,12,56,0.80,39
"
                                        2018-04-12","
                                       优","45
                                       ",38,24,45,10,44,0.71,18
"
                                        2018-04-13","
                                       优","35
                                       ",28,19,34,9,38,0.60,15
"
                                        2018-04-14","
                                       优","35
                                       ",37,19,32,8,39,0.64,14
"
                                        2018-04-15","
                                       优","24
                                       ",5,14,21,7,29,0.76,37
"
                                        2018-04-16","
                                       良","58
                                       ",69,29,68,7,38,0.66,39
"
                                        2018-04-17","
                                       良","78
                                       ",138,46,93,10,54,0.75,73
"
                                        2018-04-18","
                                       轻度污染","132
                                       ",340,95,119,15,80,1.06,91
"
                                        2018-04-19","
                                       轻度污染","107
                                       ",284,74,102,16,70,0.98,83
"
                                        2018-04-20","
                                       良","81
                                       ",216,55,84,13,72,0.82,49
"
                                        2018-04-21","
                                       良","56
                                       ",114,29,60,11,48,0.64,41
"
                                        2018-04-22","
                                       良","55
                                       ",201,32,58,12,49,0.67,27
"
                                        2018-04-23","
                                       优","49
                                       ",140,26,49,9,48,0.70,27
"
                                        2018-04-24","
                                       优","40
                                       ",74,24,38,9,41,0.89,17
"
                                        2018-04-25","
                                       优","41
                                       ",50,27,40,7,39,0.83,52
"
                                        2018-04-26","
                                       良","81
                                       ",219,59,74,9,71,1.15,11
"
                                        2018-04-27","
                                       良","68
                                       ",152,47,68,8,58,1.14,16
"
                                        2018-04-28","
                                       良","63
                                       ",95,43,64,8,68,1.21,20
"
                                        2018-04-29","
                                       良","63
                                       ",95,41,68,11,58,0.91,44
"
                                        2018-04-30","
                                       良","56
                                       ",123,36,58,10,52,0.80,33
"
                                        2018-05-01","
                                       优","43
                                       ",52,26,42,7,39,0.69,27
"
                                        2018-05-02","
                                       优","50
                                       ",82,27,43,7,34,0.65,56
"
                                        2018-05-03","
                                       优","46
                                       ",39,29,47,8,36,0.73,63
"
                                        2018-05-04","
                                       优","48
                                       ",55,31,50,8,51,0.89,59
"
                                        2018-05-05","
                                       良","53
                                       ",113,24,52,11,41,0.66,63
"
                                        2018-05-06","
                                       优","41
                                       ",76,21,39,8,35,0.61,36
"
                                        2018-05-07","
                                       优","34
                                       ",31,14,24,6,28,0.57,56
"
                                        2018-05-08","
                                       优","33
                                       ",13,19,33,7,42,0.74,33
"
                                        2018-05-09","
                                       优","42
                                       ",49,27,40,8,42,0.88,26
"
                                        2018-05-10","
                                       优","46
                                       ",59,25,47,9,46,0.71,66
"
                                        2018-05-11","
                                       良","57
                                       ",129,30,62,11,49,0.68,56
"
                                        2018-05-12","
                                       良","57
                                       ",115,31,61,11,58,0.73,43
"
                                        2018-05-13","
                                       优","50
                                       ",68,25,47,10,46,0.79,43
"
                                        2018-05-14","
                                       优","49
                                       ",62,23,42,8,40,0.76,56
"
                                        2018-05-15","
                                       优","42
                                       ",39,18,35,8,30,0.62,60
"
                                        2018-05-16","
                                       优","37
                                       ",26,18,33,8,31,0.61,49
"
                                        2018-05-17","
                                       优","39
                                       ",27,20,35,8,36,0.66,45
"
                                        2018-05-18","
                                       良","58
                                       ",127,23,42,8,33,0.63,81
"
                                        2018-05-19","
                                       良","62
                                       ",220,24,41,9,31,0.60,77
"
                                        2018-05-20","
                                       优","48
                                       ",137,19,36,9,29,0.56,64
"
                                        2018-05-21","
                                       良","57
                                       ",235,21,35,9,30,0.58,75
"
                                        2018-05-22","
                                       良","64
                                       ",265,23,39,9,32,0.61,85
"
                                        2018-05-23","
                                       良","82
                                       ",235,30,53,11,39,0.71,110
"
                                        2018-05-24","
                                       良","68
                                       ",155,27,45,11,33,0.66,89
"
                                        2018-05-25","
                                       优","46
                                       ",87,15,31,8,26,0.57,70
"
                                        2018-05-26","
                                       优","40
                                       ",57,18,31,9,26,0.62,63
"
                                        2018-05-27","
                                       优","41
                                       ",51,19,36,8,37,0.68,47
"
                                        2018-05-28","
                                       良","74
                                       ",150,24,43,9,43,0.74,87
"
                                        2018-05-29","
                                       良","55
                                       ",100,23,43,12,51,0.69,70
"
                                        2018-05-30","
                                       良","59
                                       ",143,27,47,13,48,0.69,61
"
                                        2018-05-31","
                                       良","54
                                       ",114,21,39,11,36,0.61,70
"
                                        2018-06-01","
                                       良","52
                                       ",98,31,49,10,50,0.74,63
"
                                        2018-06-02","
                                       良","62
                                       ",130,31,44,7,47,0.78,84
"
                                        2018-06-03","
                                       良","61
                                       ",109,29,47,8,43,0.78,83
"
                                        2018-06-04","
                                       良","55
                                       ",109,25,45,8,46,0.77,68
"
                                        2018-06-05","
                                       优","33
                                       ",21,19,30,7,42,0.72,34
"
                                        2018-06-06","
                                       优","19
                                       ",6,10,18,6,34,0.67,16
"
                                        2018-06-07","
                                       优","16
                                       ",2,6,12,5,31,0.64,20
"
                                        2018-06-08","
                                       优","18
                                       ",3,8,12,5,32,0.68,34
"
                                        2018-06-09","
                                       优","23
                                       ",4,13,21,6,35,0.72,26
"
                                        2018-06-10","
                                       良","52
                                       ",119,27,45,8,40,0.83,67
"
                                        2018-06-11","
                                       良","86
                                       ",291,32,54,9,50,0.85,112
"
                                        2018-06-12","
                                       良","60
                                       ",142,41,59,10,52,0.93,67
"
                                        2018-06-13","
                                       优","31
                                       ",23,19,26,6,42,0.88,43
"
                                        2018-06-14","
                                       优","37
                                       ",48,16,29,6,31,0.80,52
"
                                        2018-06-15","
                                       优","32
                                       ",19,17,29,7,33,0.73,51
"
                                        2018-06-16","
                                       良","65
                                       ",210,19,36,7,37,0.72,106
"
                                        2018-06-17","
                                       良","86
                                       ",290,35,63,9,42,0.80,111
"
                                        2018-06-18","
                                       良","80
                                       ",285,38,57,9,25,0.79,117
"
                                        2018-06-19","
                                       优","35
                                       ",43,16,32,7,25,0.67,55
"
                                        2018-06-20","
                                       优","47
                                       ",177,20,41,7,29,0.68,62
"
                                        2018-06-21","
                                       优","47
                                       ",155,24,43,8,32,0.67,57
"
                                        2018-06-22","
                                       优","32
                                       ",37,19,31,6,41,0.72,21
"
                                        2018-06-23","
                                       优","30
                                       ",50,16,28,8,47,0.67,21
"
                                        2018-06-24","
                                       优","33
                                       ",75,14,30,8,32,0.63,32
"
                                        2018-06-25","
                                       优","22
                                       ",16,11,21,7,29,0.58,26
"
                                        2018-06-26","
                                       优","33
                                       ",81,17,32,7,40,0.70,31
"
                                        2018-06-27","
                                       良","55
                                       ",242,21,42,8,38,0.66,65
"
                                        2018-06-28","
                                       优","50
                                       ",208,22,41,8,31,0.58,64
"
                                        2018-06-29","
                                       良","56
                                       ",183,23,41,7,28,0.56,78
"
                                        2018-06-30","
                                       优","38
                                       ",90,18,36,6,27,0.55,53
"
                                        2018-07-01","
                                       优","41
                                       ",124,19,36,6,26,0.58,59
"
                                        2018-07-02","
                                       优","37
                                       ",89,19,35,7,37,0.65,33
"
                                        2018-07-03","
                                       优","42
                                       ",156,20,40,6,38,0.67,34
"
                                        2018-07-04","
                                       优","42
                                       ",134,17,38,6,26,0.60,57
"
                                        2018-07-05","
                                       优","42
                                       ",149,17,39,6,31,0.61,46
"
                                        2018-07-06","
                                       优","42
                                       ",179,19,39,6,38,0.67,38
"
                                        2018-07-07","
                                       优","32
                                       ",96,16,30,6,40,0.71,18
"
                                        2018-07-08","
                                       优","36
                                       ",142,18,34,8,38,0.70,35
"
                                        2018-07-09","
                                       优","32
                                       ",118,14,30,7,27,0.59,36
"
                                        2018-07-10","
                                       优","37
                                       ",140,14,30,6,26,0.54,52
"
                                        2018-07-11","
                                       良","86
                                       ",358,35,64,9,37,0.68,107
"
                                        2018-07-12","
                                       良","63
                                       ",306,19,35,8,30,0.58,78
"
                                        2018-07-13","
                                       优","27
                                       ",47,14,25,6,29,0.58,28
"
                                        2018-07-14","
                                       优","22
                                       ",20,11,21,5,29,0.59,19
"
                                        2018-07-15","
                                       优","25
                                       ",33,11,24,6,24,0.56,27
"
                                        2018-07-16","
                                       优","40
                                       ",141,18,38,7,35,0.64,48
"
                                        2018-07-17","
                                       良","58
                                       ",254,30,54,9,41,0.74,59
"
                                        2018-07-18","
                                       优","37
                                       ",94,18,35,7,26,0.59,44
"
                                        2018-07-19","
                                       优","35
                                       ",82,15,33,7,27,0.57,43
"
                                        2018-07-20","
                                       优","40
                                       ",105,15,30,7,29,0.60,62
"
                                        2018-07-21","
                                       良","70
                                       ",275,27,46,10,38,0.68,88
"
                                        2018-07-22","
                                       良","53
                                       ",165,19,37,9,31,0.65,59
"
                                        2018-07-23","
                                       优","35
                                       ",64,17,34,9,38,0.73,27
"
                                        2018-07-24","
                                       优","29
                                       ",42,16,27,6,32,0.74,26
"
                                        2018-07-25","
                                       优","42
                                       ",120,22,42,7,44,0.80,31
"
                                        2018-07-26","
                                       优","43
                                       ",132,23,43,7,51,0.87,22
"
                                        2018-07-27","
                                       优","43
                                       ",139,19,37,7,36,0.73,45
"
                                        2018-07-28","
                                       优","46
                                       ",139,17,33,7,30,0.68,56
"
                                        2018-07-29","
                                       优","39
                                       ",76,17,33,8,29,0.71,49
"
                                        2018-07-30","
                                       优","41
                                       ",104,19,37,9,35,0.83,43
"
                                        2018-07-31","
                                       优","41
                                       ",102,20,37,8,35,0.82,48
"
                                        2018-08-01","
                                       优","47
                                       ",155,18,37,7,30,0.72,63
"
                                        2018-08-02","
                                       优","40
                                       ",109,24,40,6,41,0.75,48
"
                                        2018-08-03","
                                       优","43
                                       ",164,23,43,6,53,0.81,23
"
                                        2018-08-04","
                                       良","76
                                       ",314,34,62,8,54,0.87,87
"
                                        2018-08-05","
                                       良","55
                                       ",213,26,50,7,38,0.73,79
"
                                        2018-08-06","
                                       良","57
                                       ",207,25,45,6,49,0.77,73
"
                                        2018-08-07","
                                       良","89
                                       ",344,40,66,8,59,0.88,97
"
                                        2018-08-08","
                                       良","57
                                       ",227,22,42,7,40,0.69,82
"
                                        2018-08-09","
                                       优","50
                                       ",132,22,40,7,30,0.59,73
"
                                        2018-08-10","
                                       优","31
                                       ",25,15,28,6,28,0.60,42
"
                                        2018-08-11","
                                       优","24
                                       ",16,15,22,6,28,0.60,32
"
                                        2018-08-12","
                                       优","34
                                       ",49,17,33,6,35,0.68,46
"
                                        2018-08-13","
                                       优","50
                                       ",195,27,45,7,38,0.74,67
"
                                        2018-08-14","
                                       优","33
                                       ",101,15,28,6,26,0.65,56
"
                                        2018-08-15","
                                       优","34
                                       ",81,17,28,6,32,0.74,67
"
                                        2018-08-16","
                                       优","33
                                       ",58,16,31,7,33,0.72,49
"
                                        2018-08-17","
                                       优","45
                                       ",190,25,42,7,48,0.77,55
"
                                        2018-08-18","
                                       良","57
                                       ",298,32,53,7,53,0.86,65
"
                                        2018-08-19","
                                       良","55
                                       ",267,29,45,7,49,0.85,68
"
                                        2018-08-20","
                                       良","63
                                       ",295,39,62,7,56,0.99,69
"
                                        2018-08-21","
                                       良","67
                                       ",280,32,50,6,37,0.80,103
"
                                        2018-08-22","
                                       良","60
                                       ",241,23,41,6,48,0.79,72
"
                                        2018-08-23","
                                       良","91
                                       ",351,44,69,9,61,0.96,103
"
                                        2018-08-25","
                                       良","74
                                       ",250,32,52,8,38,0.75,112
"
                                        2018-08-27","
                                       优","44
                                       ",111,29,41,7,46,1.01,45
"
                                        2018-08-29","
                                       优","35
                                       ",88,15,24,6,40,0.72,51
"
                                        2018-08-31","
                                       优","33
                                       ",94,18,31,6,41,0.70,23
"
                                        2018-09-02","
                                       优","29
                                       ",59,18,28,5,37,0.66,20
"
                                        2018-09-03","
                                       优","44
                                       ",156,21,37,6,39,0.64,66
"
                                        2018-09-04","
                                       优","47
                                       ",194,22,42,7,37,0.67,52
"
                                        2018-09-05","
                                       良","57
                                       ",225,30,53,8,42,0.73,62
"
                                        2018-09-06","
                                       良","65
                                       ",269,29,45,9,39,0.70,78
"
                                        2018-09-07","
                                       良","67
                                       ",344,28,43,6,42,0.73,80
"
                                        2018-09-08","
                                       优","41
                                       ",132,23,38,5,24,0.70,72
"
                                        2018-09-09","
                                       优","50
                                       ",179,27,41,5,21,0.65,83
"
                                        2018-09-10","
                                       优","45
                                       ",125,26,41,7,36,0.73,62
"
                                        2018-09-11","
                                       良","62
                                       ",261,35,54,8,42,0.72,82
"
                                        2018-09-12","
                                       优","50
                                       ",178,32,47,7,33,0.65,72
"
                                        2018-09-13","
                                       优","35
                                       ",85,22,32,6,33,0.59,42
"
                                        2018-09-14","
                                       优","47
                                       ",159,27,44,7,41,0.69,48
"
                                        2018-09-15","
                                       优","45
                                       ",180,28,43,7,29,0.63,56
"
                                        2018-09-16","
                                       优","28
                                       ",56,11,22,5,7,0.46,49
"
                                        2018-09-17","
                                       优","27
                                       ",62,11,19,5,14,0.52,41
"
                                        2018-09-18","
                                       优","30
                                       ",107,14,24,7,27,0.58,41
"
                                        2018-09-19","
                                       良","56
                                       ",274,25,45,9,48,0.74,59
"
                                        2018-09-20","
                                       良","78
                                       ",343,40,68,10,61,0.88,74
"
                                        2018-09-21","
                                       良","76
                                       ",334,38,61,9,45,0.74,89
"
                                        2018-09-22","
                                       良","79
                                       ",340,42,68,10,57,0.82,81
"
                                        2018-09-23","
                                       良","55
                                       ",219,31,47,8,45,0.69,74
"
                                        2018-09-24","
                                       优","41
                                       ",146,25,35,6,31,0.68,45
"
                                        2018-09-25","
                                       优","39
                                       ",123,20,35,7,38,0.70,69
"
                                        2018-09-26","
                                       良","64
                                       ",327,30,50,8,38,0.70,87
"
                                        2018-09-27","
                                       良","52
                                       ",239,34,50,7,35,0.70,56
"
                                        2018-09-28","
                                       优","40
                                       ",104,26,39,7,29,0.64,50
"
                                        2018-09-29","
                                       优","46
                                       ",140,25,39,7,30,0.62,70
"
                                        2018-09-30","
                                       良","59
                                       ",214,33,49,8,41,0.62,87
"
                                        2018-10-01","
                                       良","62
                                       ",291,33,52,9,39,0.65,94
"
                                        2018-10-02","
                                       良","66
                                       ",271,31,56,10,32,0.66,111
"
                                        2018-10-03","
                                       良","70
                                       ",246,33,58,12,39,0.70,108
"
                                        2018-10-04","
                                       良","69
                                       ",217,33,57,12,39,0.71,110
"
                                        2018-10-05","
                                       良","76
                                       ",258,37,59,13,38,0.70,123
"
                                        2018-10-06","
                                       良","68
                                       ",204,33,53,11,43,0.65,109
"
                                        2018-10-07","
                                       良","73
                                       ",218,42,63,11,57,0.74,94
"
                                        2018-10-08","
                                       轻度污染","105
                                       ",338,68,96,11,61,0.88,107
"
                                        2018-10-09","
                                       良","86
                                       ",321,56,84,10,50,0.81,102
"
                                        2018-10-10","
                                       良","75
                                       ",352,55,64,7,40,0.89,59
"
                                        2018-10-11","
                                       优","36
                                       ",70,21,27,6,25,0.80,65
"
                                        2018-10-12","
                                       优","48
                                       ",105,32,44,8,33,0.74,59
"
                                        2018-10-13","
                                       优","44
                                       ",74,30,44,8,47,0.78,36
"
                                        2018-10-14","
                                       良","62
                                       ",235,40,69,9,55,0.81,46
"
                                        2018-10-15","
                                       优","48
                                       ",184,29,48,8,56,0.82,13
"
                                        2018-10-16","
                                       优","25
                                       ",33,15,21,6,33,0.92,21
"
                                        2018-10-17","
                                       优","22
                                       ",13,13,19,5,32,0.82,19
"
                                        2018-10-18","
                                       优","32
                                       ",37,21,28,5,32,0.68,22
"
                                        2018-10-19","
                                       优","46
                                       ",129,30,45,6,43,0.72,30
"
                                        2018-10-20","
                                       良","62
                                       ",246,43,66,7,53,0.81,28
"
                                        2018-10-21","
                                       良","60
                                       ",211,36,63,8,51,0.65,57
"
                                        2018-10-22","
                                       良","52
                                       ",169,32,54,10,49,0.69,32
"
                                        2018-10-23","
                                       优","35
                                       ",61,20,34,7,34,0.86,25
"
                                        2018-10-24","
                                       优","46
                                       ",98,28,48,9,46,0.91,23
"
                                        2018-10-25","
                                       良","81
                                       ",283,58,92,10,59,1.12,60
